store_id,carrier_id,commodity,volume,outage_time,delivery_time,reported_via,notes,closing_notes,cause,user_id
16513,133,PNL,748,9/20/17 15:55,9/20/17 16:10,DBM,Sales have increased but have been reflected in TMW,Sales have increased but have been reflected in TMW,2: Carrier Issues,3
16514,133,DSL,583,7/20/17 11:30,7/20/17 18:33,Site Called in,Dealer messes with forecast frequently and pushes loads to the bottom of the tank.,NULL,4: Dealer Order Error,22
16516,133,UNL,217,10/1/17 19:04,10/1/17 22:33,dealer,217/87,Volume in tank 1 not reading correctly.  Carrier was properly informed of fuel levels during low fuel alarm and it was on day supply report,2: Carrier Issues,25
16519,133,PNL,736,10/6/17 10:30,10/6/17 11:38,site called,Carrier stated they will be there in about an hour.,TMW run out time 10/6/17 @ 8AM,2: Carrier Issues,25
16526,133,PNL,329,7/22/17 11:30,7/22/17 14:19,phone,NULL,NULL,2: Carrier Issues,22
16526,133,PNL,400,6/25/17 19:00,6/25/17 19:25,site called in,It would seem that solar missed a forecasted load,NULL,2: Carrier Issues,22
16528,133,ULP,523,12/8/17 10:28,12/8/17 10:28,CSR,89 Midgrade ran out because of high sells,NULL,3: Unpredictable Sales,18
16532,133,UNL,495,10/24/17 8:45,10/24/17 9:30,site called,"Site stopped pumping the UNL. Driver will be on site in about 45mins, he's on his way.",NULL,6: Supply Disruption,18
16541,11,PNL,253,7/31/17 11:05,7/31/17 14:22,phone,call log down - PNL-253,Mission Valley terminal out of premium product,6: Supply Disruption,25
16544,133,UNL,550,10/4/17 0:30,10/4/17 1:27,csr,"csr clld in out of reg 550/726 gallons pnl/998 gallons, clld Solar and talked w/Brian  eta approx 1.5 hr, outage reason unknown at this time",no additional notes from carrier.  ATG was visible and consistently reported on Day Supply reports.,2: Carrier Issues,25
16545,133,DSL,685,12/7/17 20:22,12/7/17 20:22,csr,"csr clld in out of dsl 685 gallons, clld Solar and talked w/Colin eta approx midnight and that is the eta after moving load up from first out AM shift driver, unknown reason for outage",NULL,NULL,11
16551,133,UNL,641,7/19/17 8:00,7/19/17 16:46,phone,days supply showed .8 days of product,"2 UNL tanks 641/979 - TMW had a shut down on tank 2 of 580 gals, we have increased to 968 and increased the critical hours.",10: Technology,22
16552,11,PNL,599,7/30/17 10:31,7/31/17 11:36,phone,call log down site called 7/31 7AM  PNL-382,Mission Valley Terminal out of premium product,6: Supply Disruption,25
16552,11,PNL,566,7/30/17 11:45,7/31/17 11:36,phone,call down - PNL-566,San diego terminal out of premium product,16: Major Supply Disruption,25
16553,133,PNL,1431,8/8/17 10:06,8/8/17 10:41,Site called in,Maintenance issue.,NULL,8: Maintenance,3
16556,133,UNL,498,7/20/17 12:38,7/20/17 18:33,phone,out of UNL and PNL -  PNL out at 12:38pm  UNL out at 1:34pm,station across the street is closed sales up 50% - dealer didn't let us know,3: Unpredictable Sales,22
16558,133,PNL,421,8/7/17 10:10,8/7/17 11:19,Site called in,"Carrier will get there around 2pm, Site not pumping.",sales up - increased sales in TMW and adjusted the run out level,3: Unpredictable Sales,22
16574,133,UNL,697,7/23/17 15:59,7/23/17 17:29,phone,NULL,NULL,2: Carrier Issues,22
16578,133,PNL,705,10/10/17 14:47,10/10/17 15:24,Site called in,"PNL - 700  Midgrade is also close to empty  Store has been requesting ETA since 6 am 10/10  ETA- just loading, 2-3 hrs will be delivered",Solar delivered the dealer's load to a non-circle K across the street.,2: Carrier Issues,25
16582,133,PNL,487,10/7/17 22:12,10/7/17 23:50,PHONE,505/PREM/ CALLED SOLAR ETA IS 1AM. NO FURTER INFO ON WHY IT WAS NOT DISPATCHED AT AN EARLIER TIME.. RC,Carrier was aware of fuel levels and day supply reports,2: Carrier Issues,25
16582,133,PNL,479,10/14/17 15:33,10/14/17 16:00,site,479/pnl eta  in route very soon,4 - 5 hour lines at Colton terminal.  Intermittent unplanned shut downs.,18: Terminal Issue,25
16583,133,DSL,797,7/22/17 1:00,7/22/17 17:17,phone,NULL,NULL,2: Carrier Issues,22
16589,133,DSL,546,10/13/17 23:42,10/14/17 19:58,phone,"dsl/546.... solar/Stefan  said loads have been canceled unknown reason, will set up a load asap.. rc",ATG went down and forecaster created loads with no DSL,10: Technology,25
16591,133,UNL,551,11/18/17 12:00,11/18/17 13:42,site called,Driver loading and should be on site no later than 2pm.,NULL,2: Carrier Issues,18
16595,133,UNL,632,8/3/17 8:49,8/3/17 14:03,phone,UNL #1-633  UNL #4-362,Dealer refused load on driver's schedule.  Forced the driver to push site to PM shift.,2: Carrier Issues,25
16595,133,UNL,633,8/9/17 12:10,8/9/17 13:16,DBM,NULL,T1 - 631; T2 - 978; T3 - 355.    Forecasting adjusted to handle increased sales.    Carrier reported the order came through after dispatching AM shift.,2: Carrier Issues,25
16602,133,UNL,549,9/26/17 9:00,9/26/17 9:31,Ryan,No ATG readings for three days.  Consistently called site for readings,UNL tank 1 - 549; UNL tank 2 - 643.  Solar informed that site would be delayed due to the power outage at Vernon the night before.,18: Terminal Issue,25
16613,133,UNL,564,10/21/17 15:57,10/21/17 16:21,DBM,DBM reported outage at 5:30 PM.  Outage occurred between 3:30 - 04:00 PM,no additional notes from carrier,2: Carrier Issues,25
16617,133,PNL,368,10/11/17 12:56,10/11/17 16:02,site,400/premium    2 hours - carrier couldn't get readings,ATG Down... site could not provide readings,10: Technology,25
16624,133,DSL,400,11/8/17 17:19,11/8/17 19:07,DBM,"Dealer refused the load, appears the date was set for 11/7/2017 instead of 11/8/2017.",NULL,4: Dealer Order Error,18
16626,133,UNL,670,9/8/17 18:19,9/8/17 18:39,DEALER,"dlr clld in out of reg/670 gallons, clld Solar and talked w/Cody eta approx 2 hrs",no notes from carrier regarding the outage,2: Carrier Issues,25
16628,133,PNL,420,7/23/17 4:45,7/23/17 8:59,phone,NULL,NULL,2: Carrier Issues,22
16633,133,ULP,724,7/22/17 15:30,7/22/17 22:55,phone,NULL,NULL,2: Carrier Issues,22
16648,133,UNL,800,11/18/17 16:38,11/18/17 17:38,dealer,800/87  eta 5:30pm,NULL,2: Carrier Issues,18
16657,133,PNL,975,7/23/17 18:00,7/23/17 18:13,phone,NULL,NULL,2: Carrier Issues,22
16657,133,PNL,976,10/7/17 21:00,10/7/17 22:49,phone,976/prem.. called solar and informed him site was out of prem and unl would be out soon. they informed that that's how the window was forecasted.. rc,Sales were up a bit.  Solar delivered within the forecasted window,3: Unpredictable Sales,25
16657,133,PNL,975,10/2/17 7:55,10/2/17 9:00,Dealer Inbound Call,Carrier was aware that site would be close to run-out window and needed to be moved ahead,Vernon terminal shutdown prompted long lines at the back up supply points,18: Terminal Issue,25
16660,133,PNL,498,6/26/17 13:00,6/26/17 13:25,called in,sales up on PNL,per dealer sales on PNL were up,3: Unpredictable Sales,22
16660,133,PNL,499,8/7/17 11:58,8/7/17 14:38,phone,dealer called on Sunday for a load Monday and the dates was not set in TMW so load did not get scheduled early Monday morning,NULL,5: Dispatcher Decision,22
16666,133,UNL,630,8/13/17 16:00,8/14/17 6:21,phone,no TNT - ETA 6am 8/14,TnT equipment failure.,2: Carrier Issues,25
16666,133,UNL,630,6/23/17 22:09,6/23/17 22:35,csr,"csr clld in out of reg/630 gallons, unknown reason for outage at this time, called Solar and talked w/Brian eta approx 1.5-2 hrs",increased sales in TMW - increase was 3500 to 4481,3: Unpredictable Sales,22
16671,160,PNL,639,10/30/17 16:58,10/30/17 20:18,dealer,639/pnl  eta 6:30,NULL,6: Supply Disruption,18
16676,133,UNL,478,9/15/17 14:37,9/15/17 14:57,DBM,NULL,no additional notes from the carrier.  The delivery was dropped within the run out window.  Sales may have increased slightly.  20 min  outage.,2: Carrier Issues,25
16678,133,UNL,735,9/1/17 19:29,9/1/17 21:25,site,dealer locked a load for Saturday am?,Dealer called in the day before to lock their order for 9/2.  They were aware that the locked window was beyond their runout time.,4: Dealer Order Error,25
16683,133,PNL,500,10/31/17 17:00,10/31/17 20:03,site called,"Carrier did not pick up the line, emailed ETA request.",NULL,2: Carrier Issues,18
16685,11,UNL,984,8/1/17 13:03,8/1/17 19:58,Site called in,Carrier delay.,Coastal SD was still recovering from a major pipeline disruption,2: Carrier Issues,25
16701,133,PNL,498,7/24/17 11:30,7/24/17 14:29,Ryan,NULL,Outage at 11:30 AM of PNL.  Delivery arrived at 2 pm.  Solar expressed that they were experiencing bad fix windows with the site.,2: Carrier Issues,25
16709,155,DSL,600,7/20/17 22:14,7/21/17 0:23,dealer,"dlr clld in out of dsl/600 gallons, clld WP and talked w/Nancy eta approx 2HRS  TMW 852475",carrier error - carrier running behind,2: Carrier Issues,22
16710,133,PNL,499,6/17/17 19:59,6/18/17 0:50,NWF,NULL,NULL,2: Carrier Issues,25
16713,133,PNL,784,10/17/17 21:39,10/17/17 23:51,csr,"csr clld in out of pnl/784 gallons, clld Solar and talked w/Kyle driver on his way to load now eta approx 2 hrs",No additional notes from carrier,2: Carrier Issues,25
16713,133,PNL,784,10/19/17 21:22,10/19/17 23:11,csr,"csr clld in out of pnl/784 gallons, clld Solar and talked w/Cody eta approx 2.5 hrs, unknown reason for out at this time, no allocation issue.",no issues at Vernon reported.  Carrier error.,2: Carrier Issues,25
16715,133,UNL,346,9/24/17 16:12,9/24/17 18:12,dealer,368/553  eta 1 1/2 - 2 hours,"2 unleaded tanks down: 346, 456",2: Carrier Issues,25
16722,155,PNL,691,7/22/17 19:00,7/22/17 19:48,phone,NULL,previous load diverted - per Circle K,5: Dispatcher Decision,22
16728,133,UNL,572,7/24/17 19:25,7/24/17 21:12,dealer,eta 9:30pm  out in both regular tanks,Carrier provided an ETA around the shut-off time,2: Carrier Issues,25
16731,133,UNL,966,7/21/17 12:00,7/21/17 18:38,dealer,"dlr clld in out of reg/966 gallons, called Solar and talked w/brian eta approx 2hrs",Solar was well aware of the run-out window.,4: Dealer Order Error,25
16736,133,UNL,441,11/7/17 14:42,11/7/17 15:37,site,872 regular 1033 premium  no readings for several days - eta pending,NULL,2: Carrier Issues,18
16740,155,UNL,500,11/3/17 1:56,11/3/17 2:42,csr,"csr clld in out of reg /500 gallons, clld WP and talked w/Elena eta approx 20 minutes  unknown reason for out at this time",NULL,2: Carrier Issues,18
16740,155,PNL,609,12/2/17 14:07,12/2/17 15:07,site,609  eta 30 minutes,NULL,2: Carrier Issues,11
16746,155,PNL,417,10/11/17 22:20,10/11/17 22:50,CSR,"csr clld in out of pnl/417 gallons, unknown reason for pnl outage, eta per Elena appro 1 hr",unknown reason for outage according to PM dispatcher,2: Carrier Issues,25
16747,133,UNL,850,8/1/17 13:14,8/1/17 15:00,Site called in,Carrier delay,NULL,2: Carrier Issues,25
16753,155,PNL,795,10/27/17 9:00,10/27/17 11:16,site called,"Site received UNL but no PNL, has questions regarding forecasted delivery. Transferred to Ellis.",NULL,2: Carrier Issues,18
16754,133,UNL,729,8/7/17 14:00,8/7/17 16:02,Site called in,"Carrier having to go to pick up pnl, will arrive in 2-3 hrs.",Orange out of PNL had to load at Vernon - then driver had a flat tire,6: Supply Disruption,22
16759,133,PNL,544,10/2/17 8:30,10/2/17 15:08,DBM email,Original ETA of 9 AM was not accurate.  Planned terminal outages have pushed back ETA's and delayed all carriers.  (11:28) - Site is now out of all three products,Vernon Terminal was down on 10/2 and caused long lines at back-up racks,18: Terminal Issue,25
16764,133,DSL,469,10/25/17 16:19,10/25/17 17:36,dealer,469 diesel Hollywood studio trucks are finishing production and they bought all the diesel they had,NULL,3: Unpredictable Sales,18
16773,11,PNL,493,8/3/17 6:52,8/3/17 7:57,phone,per carrier nothing is schedule for today but will try to get schedule asap,Carrier did not clear boards and old order conflicted with forecaster.,2: Carrier Issues,25
16774,11,PNL,751,7/30/17 20:03,7/31/17 0:48,research,Premium product out at Mission Valley Terminal,Mission Valley terminal down.,16: Major Supply Disruption,25
16800,133,PNL,588,10/20/17 3:23,10/20/17 5:42,carrier,"Colton KM Exxon at terminal is down on the pnl gas, it is releasing the ethanol but no   gas PNL, driver to load out of orange for pnl",Colton Terminal was down and not able to load PNL.  Filled up at Orange and caused the outage.,6: Supply Disruption,25
16801,133,UNL,523,10/26/17 6:33,10/26/17 7:52,dealer,Allocation issues at VInville and Colton,NULL,20: Allocation,18
16801,133,UNL,522,8/21/17 18:15,8/22/17 7:20,SITE CALLED,"Order was called in too late, Carrier had to push the load for the morning of 8/22 instead of night of 8/21.",The site was on credit hold and was not released until 8/21 21:00,4: Dealer Order Error,25
16807,153,UNL,367,7/23/17 10:04,7/23/17 15:03,ATG,"Site moved form being dealer ordered to forecasted, Russell did not properly inform carrier and they disregaurded sent orders.  Site was caught on days supply and dispached asap.",NULL,5: Dispatcher Decision,3
16810,1,UNL,200,10/3/17 15:30,10/3/17 17:26,site called,"Site stopped pumping as they stated, Carrier did not answer the line. Emailed carrier for an eta.",Dealer ordered to late.,4: Dealer Order Error,3
16811,160,DSL,626,8/28/17 15:25,8/28/17 16:30,dealer,carrier is Elite  626/diesel  eta 1 hour,NULL,2: Carrier Issues,29
16818,133,PNL,0,8/13/17 9:40,8/13/17 9:40,site,T&T issue,Site has zero inventory history.  Cannot accurately track inventory levels.,2: Carrier Issues,25
16818,133,UNL,700,10/5/17 11:30,10/5/17 17:41,Site called in,Site called in their outage.  No fuel reading given.  Stick site,Load was delivered within the dealer's requested window.  Dealer's fault!,4: Dealer Order Error,25
16824,133,PNL,602,11/3/17 8:50,11/3/17 11:21,site called,"Issues due to having no product, ETA at this time is 6pm.",NULL,20: Allocation,18
16825,133,PNL,548,7/26/17 18:51,7/26/17 21:17,market mgr,"site out of pnl/548 gallons, clld Solar and talked w/Dave eta approx 1/2 hrs",Colton terminal was out of premium allocation evening of 7/27.,20: Allocation,25
16825,133,PNL,548,10/13/17 20:45,10/13/17 21:47,phone,548/prem.. eta given per solar 11pm.. load was planned on day shift.. unknown on why it was ran out. would try to load asap.. rc,Solar had to push load from AM shift to PM shift due to long lines at Colton terminal.,18: Terminal Issue,25
16826,133,UNL,937,9/26/17 10:36,9/26/17 13:15,Dealer,Original ETA given was 10:30.  Deliveries have been delayed because of Vernon Terminal outage last night,no additional notes,18: Terminal Issue,25
16834,133,UNL,0,8/13/17 9:41,8/13/17 12:25,site,T&T issue,No inventory history on the site.  Cannot accurately establish outage levels and times,2: Carrier Issues,25
16864,77,UNL,375,11/28/17 8:15,11/28/17 9:30,site called,"Driver heading to load, should be on site in less than 1h 30mins. Dealer requested the 28th between 6am-10am",NULL,4: Dealer Order Error,23
16865,16,UNL,638,11/17/17 12:00,11/17/17 14:00,phone,"site has 20,000g storage as well as atg   carrier mis-judged",NULL,2: Carrier Issues,23
16869,12,UNL,500,8/7/17 0:17,8/7/17 1:17,Site called in,Site stopped pumping,Carrier confirmed dealer order on previous day and missed window.,2: Carrier Issues,3
16875,77,DSL,1,7/3/17 12:43,7/3/17 13:43,Site called,"Secondary carrier running behind, waiting for ETA response",Carrier was given order on July 1st for delivery 7/3 am.  Site does not have ATG so unable to get volume since none was called in.,2: Carrier Issues,3
16876,16,UNL,500,11/14/17 11:00,11/14/17 23:00,csr,"mkr mgr GG called in site out of reg per dealer since approx 11am, called Coastal and talked w/Jay eta approx 930pm driver en route,unknown reason for out at this time.",NULL,2: Carrier Issues,23
16883,68,DSL,1,7/31/17 9:28,7/31/17 10:30,Site called in,"No ETA, Called Carrier no answer, Out of fuel dsl",no ATG unable to confirm outage or time.,2: Carrier Issues,3
16883,68,DSL,200,8/31/17 20:03,9/2/17 11:00,site called in,"Site stopped pumping last night, Carrier was not answering emailed ETA Hurricane Harvey",NULL,21: Extraordinary Event,23
16883,68,UNL,400,9/14/17 5:13,9/14/17 5:23,CSR,"CSR clld in out of reg/400 gallons, site called back and said they just now recv'd order",NULL,21: Extraordinary Event,29
16894,39,UNL,100,9/1/17 10:30,9/1/17 11:30,SITE CALLED IN,Site stopped pumping their unl.,NULL,21: Extraordinary Event,3
16895,41,UNL,1,9/7/17 7:50,9/7/17 7:50,Joe Bair,#,JP,21: Extraordinary Event,3
16898,37,UNL,100,9/8/17 6:00,9/8/17 7:00,site called,Emailed carrier. Site not pumping.,NULL,21: Extraordinary Event,3
16900,54,UNL,100,9/7/17 9:02,9/7/17 10:02,email,600/unl.. no etas  given.. rc,hurricnae,21: Extraordinary Event,28
16916,99,UNL,1,9/1/17 7:43,9/1/17 7:43,Joe Bair,Hurricane,JP,21: Extraordinary Event,3
16921,152,UNL,1,10/21/17 12:14,10/21/17 13:00,Joe Bair,Site was wrongly placed on credit hold.,Site was wrongly placed on Credit hold.,10: Technology,3
16922,157,UNL,998,8/14/17 21:56,8/14/17 22:45,Dealer,998/87 can't find any information on this new carrier??,carrier issues. TIME IS VALID,2: Carrier Issues,28
16925,157,UNL,518,10/4/17 19:53,10/4/17 23:28,Joe Bair,Terminal out of BP,JP,20: Allocation,3
16952,16,DSL,800,10/5/17 7:43,10/5/17 9:04,Phone,"Dealer advised order for 10/4 should have been a full load of DSL, all interactions indicate he ordered a full load of UNL, submitted new order to carrier for DSL ASAP",NULL,4: Dealer Order Error,29
16952,16,DSL,700,10/15/17 12:50,10/15/17 14:30,site called,"Delivery window was for 2pm-5pm, Carrier will try to move the load up sooner.",NULL,4: Dealer Order Error,23
16960,35,UNL,408,8/3/17 16:54,8/3/17 17:54,Site called in,Carrier arriving later tonight.,NULL,4: Dealer Order Error,27
16962,75,UNL,525,7/19/17 11:35,7/20/17 0:35,Project Manager,The site was out of DSL due to no supply at the terminal.,NULL,6: Supply Disruption,18
16962,30,UNL,500,11/9/17 16:00,11/9/17 19:30,site,Short staffed,NULL,2: Carrier Issues,23
16973,184,UNL,500,9/20/17 20:51,9/21/17 5:00,dealer,Dupre said they never received order - I think it was sent to the wrong area because of the portal so that may be the issue?,NULL,10: Technology,29
16975,12,UNL,508,7/28/17 4:55,7/28/17 5:55,csr,"csr clld in out of reg 508/692 gallons, customer orders his own gas and requested 10am to 2am, called Coastal and talked w/April eta approx 12pm but she will try to move load up,",NULL,2: Carrier Issues,3
16979,16,UNL,399,11/22/17 14:18,11/22/17 18:00,phone,"Coastal is far behind, trying to catch up. ETA of 1 hour 30 minutes...had a truck go down with transmission problem",NULL,2: Carrier Issues,23
16990,16,UNL,500,7/22/17 6:30,7/22/17 7:30,SITE,No supply,NULL,6: Supply Disruption,23
16991,184,UNL,500,10/6/17 5:31,10/6/17 8:30,market mgr,"Glen (market mgr) clld in out , I called Dupre and talked w/Rachel eta approx 730am unknown reason for out at this time, i was told by another carrier that KM was out of allocation Valero and Magellan the back up has 2-3 hrs delays. LOAD WAS SUPOOSE TO BE THERE YESTERDAY AFTERNOON..MAY HAVE BEEN RACK ISSUES HOWEVER DUPRE HAVING DRIVER ISSUES AS WELL",NULL,2: Carrier Issues,23
16991,36,UNL,667,8/25/17 6:22,8/26/17 21:55,site called,"Site ran out, emailed carrier for an ETA.",NULL,21: Extraordinary Event,23
16994,68,UNL,400,9/6/17 16:30,9/7/17 17:31,dealer called,out of 87 & 91/400 since 4:30p CT 9/6 - called at 14:27AZ 9/7 - no product available until after midnight,out of 87 & 91/400 since 4:30p CT 9/6 - called at 14:27AZ 9/7 - no product available until after midnight,6: Supply Disruption,29
17005,12,UNL,405,8/30/17 7:42,8/30/17 13:36,phone,"Harvey - out of 87 and 91, no ETA at this time","Harvey - out of 87 and 91, no ETA at this time",21: Extraordinary Event,23
17007,16,DSL,300,8/31/17 20:00,9/9/17 0:00,site called in,"Site stopped pumping last night, emailed ETA in. hurricane",NULL,21: Extraordinary Event,23
17012,99,UNL,498,11/21/17 9:53,11/21/17 10:40,phone,"UNL and DSL both out. Carrier states driver is on the way, approximately 1 HR",JP,2: Carrier Issues,3
17013,152,UNL,981,8/7/17 18:25,8/7/17 19:25,Site called in,"Carrier went to wrong location, delivery will be late.","DEALER, cannot determine actual outage time.",2: Carrier Issues,19
17016,152,UNL,1,8/30/17 7:40,8/30/17 8:40,JoeBair,#Hurricane,#hurricane.,21: Extraordinary Event,3
17019,152,UNL,0,8/13/17 10:00,8/13/17 14:00,Jeff Hicks,Driver Shortage,.,2: Carrier Issues,19
17019,152,UNL,530,11/19/17 12:48,11/19/17 14:52,Emails,Truck broke down.,Truck broke down.,2: Carrier Issues,3
17019,152,UNL,530,11/14/17 12:20,11/15/17 13:05,Joe Bair,Carrier missed the delivery window.,NULL,2: Carrier Issues,3
17023,157,UNL,100,9/2/17 13:00,9/2/17 14:00,DBM,see email,NULL,21: Extraordinary Event,3
17025,152,UNL,100,9/3/17 5:00,9/3/17 6:00,site called,"Site stopped pumping, called Carrier for an ETA and was put on hold for over 5 mins. Hung up and emailed ETA request to Carrier and site.",NULL,21: Extraordinary Event,3
17030,152,UNL,520,8/13/17 22:09,8/14/17 4:00,Jeff Hicks,Driver Shortage,NULL,2: Carrier Issues,3
17030,152,UNL,0,7/25/17 17:26,7/25/17 18:26,dbm,ETA was within the hour.  driver was at other site waiting for car to be removed from fills,.,11: Site Inaccessible,19
17040,99,UNL,623,8/27/17 15:00,8/27/17 22:00,Supply Team,NULL,NULL,2: Carrier Issues,3
17040,99,PNL,694,10/14/17 9:12,10/14/17 10:58,site called,Driver is waiting to finish loading.,No issues JP,2: Carrier Issues,3
17049,54,UNL,101,9/6/17 2:56,9/6/17 2:56,csr,"csr clld in out of all products, no eta at this time, out due to upcoming hurricane panic buying sales increase",NULL,21: Extraordinary Event,11
17051,116,UNL,333,9/30/17 11:59,9/30/17 12:30,phone,carrier dispatch could not provide reason for outage,We have the wrong carrier info.,2: Carrier Issues,3
17061,56,UNL,100,9/6/17 9:09,9/6/17 10:09,Phone,"Dealer claims he was out of all grades at the time of call, could not provide volumes",hurricane,21: Extraordinary Event,28
17065,21,UNL,1,7/18/17 22:22,7/19/17 6:00,csr,dlr clld in out of reg/ called Coraluzzo and talked w/John eta eta approx 6am,.,2: Carrier Issues,19
17072,37,UNL,500,10/17/17 12:00,10/18/17 7:11,site called,Site bagged up pumps right now. Carrier did not have loads planned for the site and will get to them asap.,Dealer forgot to order fuel.,4: Dealer Order Error,3
17080,89,PNL,511,11/23/17 1:11,11/23/17 3:05,CSR,"csr clld in out of pnl/511 gallons, clld KAG and talked w/David eta approx 2 hrs  unknown reason for out at this time.",NULL,2: Carrier Issues,29
17080,89,UNL,543,7/10/17 6:15,7/10/17 8:50,Phone call from Pat Pallas,Forecasted site.  Called at 08:50 AM for and ETA.  Carrier gave an ETA of 9:30 AM.,day supply sent over multiple times a day if carrier at least spot check it they would have caught this cause site has a working ATG,2: Carrier Issues,21
17088,56,UNL,473,8/8/17 10:28,8/8/17 11:23,Site called in,"Site stopped pumping, Carrier on their way",late on the delivery,2: Carrier Issues,28
17088,56,UNL,101,9/6/17 1:26,9/6/17 1:26,csr,"csr clld in out of reg/480 gallons, out due to upcoming hurricane panic buying sales  increase no eta at this time",NULL,21: Extraordinary Event,11
17090,10,PNL,824,7/14/17 11:00,7/14/17 15:05,julie,NULL,"carrier should have seen on the day supply  (adjusted tank bottom up to 824, cleaned projected loads)",2: Carrier Issues,3
17091,126,UNL,371,7/15/17 3:29,7/15/17 4:59,julie,NULL,should have been caught on the day supply report,2: Carrier Issues,21
17091,126,UNL,307,7/9/17 0:59,7/9/17 4:48,phone,12:59am 359/unl....rc,multiple 1/2 day reports are received by carrier they should be spot checking these report.,2: Carrier Issues,21
17091,126,UNL,550,7/27/17 1:28,7/27/17 3:00,csr,"csr clld in out of reg/550 gallons, clld Pro no answer left vc mssg, emailed for back up eta pending",in the process of moving carrier sites over to carrier huh yesterday and this site got caught up in the move on our end,10: Technology,21
17112,8,UNL,294,10/10/17 17:59,10/10/17 19:00,site,7 inches - doesn't poll  in route anytime  SENT REQUEST ASKING FOR ETA IN THE MORNING AT 7:56 AM OUR TIME...ETA SENT BACK TO US WAS 4 HRS,NULL,2: Carrier Issues,23
17115,114,UNL,757,8/7/17 8:55,8/7/17 21:05,Site called in,Carrier will arrive in the afternoon around 6:30pm.,ATG was down - site does not answer the phone or it's busy,1: Bad Sticks,22
17115,114,UNL,758,8/1/17 16:39,8/1/17 20:28,site,758/87  Colton terminal has had issues all day,Colton was experiencing electrical issues due to lightning,18: Terminal Issue,25
17115,114,UNL,759,10/31/17 22:25,10/31/17 23:39,csr,"Tina clld in out of reg/759 gallons, clld Pacific and talked w/Clark eta approx 15 minutes  unknown reason for out at this time,",NULL,20: Allocation,18
17116,81,UNL,699,8/14/17 19:48,8/14/17 23:10,site,699/87   ETA  been at loading rack since 5:30pm,Extremely long lines at the terminal.  Carrier reported wait times while trying to get to the rack.,18: Terminal Issue,25
17117,8,UNL,1226,7/31/17 10:50,7/31/17 11:47,PHONE,ETA - 1.5 HOURS...RUNNING BEHIND,NULL,2: Carrier Issues,23
17123,28,UNL,287,7/23/17 14:32,7/23/17 15:20,Carrier,Carrer informed us that they load was placed outside of the window and that they tried to get it there as soon as possible but the site still ran out.,NULL,2: Carrier Issues,3
